N,nsim,alpha,term,power_nb,power_nb_ci_low,power_nb_ci_high,power_ci_level,mean_completed,median_completed,mean_mu_true,rho_like_ment,b0_nb,alpha_nb,b_like,b_ment,b_int
130,10000,0.05,LIKExMENT,0.6579,0.6485426325933982,0.6671361007211422,0.95,15.341536153846153,8.11225,15.351916088297209,0.3,2.4,0.8,0.4,0.35,0.2
150,10000,0.05,LIKE,0.9976,0.9964312236309004,0.9983866211906022,0.95,15.349706666666668,8.117,15.35509338089492,0.3,2.4,0.8,0.4,0.35,0.2
150,10000,0.05,MENT,0.9885,0.9862147073459029,0.9904101262459462,0.95,15.349706666666668,8.117,15.35509338089492,0.3,2.4,0.8,0.4,0.35,0.2
150,10000,0.05,LIKExMENT,0.7196,0.7107129070812263,0.7283184408343727,0.95,15.349706666666668,8.117,15.35509338089492,0.3,2.4,0.8,0.4,0.35,0.2
200,10000,0.05,LIKE,0.9998,0.9992710041559925,0.9999451510726791,0.95,15.3549495,8.10275,15.343137690977564,0.3,2.4,0.8,0.4,0.35,0.2
200,10000,0.05,MENT,0.9985,0.9975264154500286,0.9990907381744069,0.95,15.3549495,8.10275,15.343137690977564,0.3,2.4,0.8,0.4,0.35,0.2
200,10000,0.05,LIKExMENT,0.836,0.8286139551430091,0.8431279979518961,0.95,15.3549495,8.10275,15.343137690977564,0.3,2.4,0.8,0.4,0.35,0.2
250,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,15.363717999999999,8.09215,15.348459850731155,0.3,2.4,0.8,0.4,0.35,0.2
250,10000,0.05,MENT,0.9999,0.9994337311025987,0.9999823473263989,0.95,15.363717999999999,8.09215,15.348459850731155,0.3,2.4,0.8,0.4,0.35,0.2
250,10000,0.05,LIKExMENT,0.9122,0.9064937496847149,0.9175896820584993,0.95,15.363717999999999,8.09215,15.348459850731155,0.3,2.4,0.8,0.4,0.35,0.2
300,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,15.351927666666667,8.1001,15.345754883821707,0.3,2.4,0.8,0.4,0.35,0.2
300,10000,0.05,MENT,1.0,0.9996160016293234,1.0,0.95,15.351927666666667,8.1001,15.345754883821707,0.3,2.4,0.8,0.4,0.35,0.2
300,10000,0.05,LIKExMENT,0.9513,0.9469053240451971,0.9553480790254302,0.95,15.351927666666667,8.1001,15.345754883821707,0.3,2.4,0.8,0.4,0.35,0.2
50,10000,0.05,LIKE,0.7843,0.7761301673517226,0.7922514911747106,0.95,16.847438,9.0402,16.881260257199678,0.3,2.5,0.8,0.4,0.35,0.2
50,10000,0.05,MENT,0.6738,0.6645460513322112,0.6829204708341414,0.95,16.847438,9.0402,16.881260257199678,0.3,2.5,0.8,0.4,0.35,0.2
50,10000,0.05,LIKExMENT,0.2923,0.2834668143721238,0.30129269855105517,0.95,16.847438,9.0402,16.881260257199678,0.3,2.5,0.8,0.4,0.35,0.2
70,10000,0.05,LIKE,0.8984,0.8923247019339008,0.904169328164344,0.95,16.859664285714288,9.0085,16.912954520979532,0.3,2.5,0.8,0.4,0.35,0.2
70,10000,0.05,MENT,0.8231,0.8154974269437362,0.8304544333091327,0.95,16.859664285714288,9.0085,16.912954520979532,0.3,2.5,0.8,0.4,0.35,0.2
70,10000,0.05,LIKExMENT,0.3939,0.38436585307373083,0.4035156313805266,0.95,16.859664285714288,9.0085,16.912954520979532,0.3,2.5,0.8,0.4,0.35,0.2
90,10000,0.05,LIKE,0.9616,0.9576530344728916,0.9651924582312997,0.95,16.933113333333335,9.01475,16.92907196159115,0.3,2.5,0.8,0.4,0.35,0.2
90,10000,0.05,MENT,0.9017,0.8957096276067769,0.9073818681022214,0.95,16.933113333333335,9.01475,16.92907196159115,0.3,2.5,0.8,0.4,0.35,0.2
90,10000,0.05,LIKExMENT,0.4979,0.48810295459699443,0.5076986581961622,0.95,16.933113333333335,9.01475,16.92907196159115,0.3,2.5,0.8,0.4,0.35,0.2
110,10000,0.05,LIKE,0.9852,0.9826401257885482,0.9873872421925471,0.95,16.89778181818182,8.96045,16.949097424859165,0.3,2.5,0.8,0.4,0.35,0.2
110,10000,0.05,MENT,0.9488,0.9443051867264983,0.9529501363359824,0.95,16.89778181818182,8.96045,16.949097424859165,0.3,2.5,0.8,0.4,0.35,0.2
110,10000,0.05,LIKExMENT,0.5793,0.5695955761143353,0.5889435217440754,0.95,16.89778181818182,8.96045,16.949097424859165,0.3,2.5,0.8,0.4,0.35,0.2
130,10000,0.05,LIKE,0.9952,0.9936421802475339,0.9963775077661479,0.95,16.89398076923077,8.98075,16.927750104559117,0.3,2.5,0.8,0.4,0.35,0.2
130,10000,0.05,MENT,0.9742,0.9709058811741491,0.9771299347711011,0.95,16.89398076923077,8.98075,16.927750104559117,0.3,2.5,0.8,0.4,0.35,0.2
130,10000,0.05,LIKExMENT,0.6467,0.6372767693755718,0.6560105655024718,0.95,16.89398076923077,8.98075,16.927750104559117,0.3,2.5,0.8,0.4,0.35,0.2
150,10000,0.05,LIKE,0.9985,0.9975264154500286,0.9990907381744069,0.95,16.951342666666665,8.97555,16.949795080331988,0.3,2.5,0.8,0.4,0.35,0.2
150,10000,0.05,MENT,0.9871,0.9846937960235127,0.989132112763774,0.95,16.951342666666665,8.97555,16.949795080331988,0.3,2.5,0.8,0.4,0.35,0.2
150,10000,0.05,LIKExMENT,0.7245,0.7156585990187659,0.7331689857128002,0.95,16.951342666666665,8.97555,16.949795080331988,0.3,2.5,0.8,0.4,0.35,0.2
200,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,16.9771565,8.96815,16.96120942241139,0.3,2.5,0.8,0.4,0.35,0.2
200,10000,0.05,MENT,0.998,0.9969126493353494,0.9987048882874566,0.95,16.9771565,8.96815,16.96120942241139,0.3,2.5,0.8,0.4,0.35,0.2
200,10000,0.05,LIKExMENT,0.8434,0.8361453176690221,0.8503909522499973,0.95,16.9771565,8.96815,16.96120942241139,0.3,2.5,0.8,0.4,0.35,0.2
250,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,16.942963199999998,8.9615,16.959542448526353,0.3,2.5,0.8,0.4,0.35,0.2
250,10000,0.05,MENT,0.9999,0.9994337311025987,0.9999823473263989,0.95,16.942963199999998,8.9615,16.959542448526353,0.3,2.5,0.8,0.4,0.35,0.2
250,10000,0.05,LIKExMENT,0.9122,0.9064937496847149,0.9175896820584993,0.95,16.942963199999998,8.9615,16.959542448526353,0.3,2.5,0.8,0.4,0.35,0.2
300,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,16.982174,8.9558,16.97156399568418,0.3,2.5,0.8,0.4,0.35,0.2
300,10000,0.05,MENT,1.0,0.9996160016293234,1.0,0.95,16.982174,8.9558,16.97156399568418,0.3,2.5,0.8,0.4,0.35,0.2
300,10000,0.05,LIKExMENT,0.9507,0.9462810200146463,0.9547728438540257,0.95,16.982174,8.9558,16.97156399568418,0.3,2.5,0.8,0.4,0.35,0.2
50,10000,0.05,LIKE,0.7866,0.7784606093988927,0.7945192827350352,0.95,18.586783999999998,9.997,18.61217067602067,0.3,2.6,0.8,0.4,0.35,0.2
50,10000,0.05,MENT,0.6754,0.6661571163019592,0.6845081770696074,0.95,18.586783999999998,9.997,18.61217067602067,0.3,2.6,0.8,0.4,0.35,0.2
50,10000,0.05,LIKExMENT,0.3002,0.2912947270633249,0.30925871868559746,0.95,18.586783999999998,9.997,18.61217067602067,0.3,2.6,0.8,0.4,0.35,0.2
70,10000,0.05,LIKE,0.9025,0.8965305163037063,0.9081603650078989,0.95,18.665979999999998,9.97995,18.686850824855185,0.3,2.6,0.8,0.4,0.35,0.2
70,10000,0.05,MENT,0.8247,0.8171234598490416,0.832027171609041,0.95,18.665979999999998,9.97995,18.686850824855185,0.3,2.6,0.8,0.4,0.35,0.2
70,10000,0.05,LIKExMENT,0.395,0.3854607772343582,0.40461986242348386,0.95,18.665979999999998,9.97995,18.686850824855185,0.3,2.6,0.8,0.4,0.35,0.2
90,10000,0.05,LIKE,0.9635,0.9596428814307171,0.9670011520796656,0.95,18.664065555555553,9.9527,18.671323367394006,0.3,2.6,0.8,0.4,0.35,0.2
90,10000,0.05,MENT,0.9067,0.9008421812457733,0.9122454744795182,0.95,18.664065555555553,9.9527,18.671323367394006,0.3,2.6,0.8,0.4,0.35,0.2
90,10000,0.05,LIKExMENT,0.4941,0.48430500930003884,0.5038995218807351,0.95,18.664065555555553,9.9527,18.671323367394006,0.3,2.6,0.8,0.4,0.35,0.2
110,10000,0.05,LIKE,0.9854,0.9828557977417283,0.9875714166400189,0.95,18.716142727272725,9.93915,18.73767420191287,0.3,2.6,0.8,0.4,0.35,0.2
110,10000,0.05,MENT,0.9562,0.9520107024993677,0.960038937387227,0.95,18.716142727272725,9.93915,18.73767420191287,0.3,2.6,0.8,0.4,0.35,0.2
110,10000,0.05,LIKExMENT,0.5895,0.5798258784731501,0.5991053858184988,0.95,18.716142727272725,9.93915,18.73767420191287,0.3,2.6,0.8,0.4,0.35,0.2
130,10000,0.05,LIKE,0.9945,0.9928484588676675,0.9957717667437335,0.95,18.691769230769232,9.92095,18.700067381597226,0.3,2.6,0.8,0.4,0.35,0.2
130,10000,0.05,MENT,0.9765,0.9733429066645358,0.9792911428882094,0.95,18.691769230769232,9.92095,18.700067381597226,0.3,2.6,0.8,0.4,0.35,0.2
130,10000,0.05,LIKExMENT,0.6655,0.656190594057134,0.674682302482172,0.95,18.691769230769232,9.92095,18.700067381597226,0.3,2.6,0.8,0.4,0.35,0.2
150,10000,0.05,LIKE,0.9982,0.9971563120149708,0.9988610720084868,0.95,18.732540000000004,9.9234,18.73866245743832,0.3,2.6,0.8,0.4,0.35,0.2
150,10000,0.05,MENT,0.9873,0.9849106380508621,0.9893151171370764,0.95,18.732540000000004,9.9234,18.73866245743832,0.3,2.6,0.8,0.4,0.35,0.2
150,10000,0.05,LIKExMENT,0.7283,0.7194949401382934,0.7369297262056554,0.95,18.732540000000004,9.9234,18.73866245743832,0.3,2.6,0.8,0.4,0.35,0.2
200,10000,0.05,LIKE,0.9996,0.9989718716646431,0.9998444371633769,0.95,18.686001,9.91555,18.71955919397284,0.3,2.6,0.8,0.4,0.35,0.2
200,10000,0.05,MENT,0.998,0.9969126493353494,0.9987048882874566,0.95,18.686001,9.91555,18.71955919397284,0.3,2.6,0.8,0.4,0.35,0.2
200,10000,0.05,LIKExMENT,0.8421,0.8348218450253827,0.8491154232894002,0.95,18.686001,9.91555,18.71955919397284,0.3,2.6,0.8,0.4,0.35,0.2
250,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,18.77096,9.90605,18.753495352309507,0.3,2.6,0.8,0.4,0.35,0.2
250,10000,0.05,MENT,0.9999,0.9994337311025987,0.9999823473263989,0.95,18.77096,9.90605,18.753495352309507,0.3,2.6,0.8,0.4,0.35,0.2
250,10000,0.05,LIKExMENT,0.9104,0.904643452774782,0.9158413613625667,0.95,18.77096,9.90605,18.753495352309507,0.3,2.6,0.8,0.4,0.35,0.2
300,10000,0.05,LIKE,1.0,0.9996160016293234,1.0,0.95,18.78099266666667,9.90985,18.76987939264293,0.3,2.6,0.8,0.4,0.35,0.2
300,10000,0.05,MENT,1.0,0.9996160016293234,1.0,0.95,18.78099266666667,9.90985,18.76987939264293,0.3,2.6,0.8,0.4,0.35,0.2
300,10000,0.05,LIKExMENT,0.9552,0.9509677440739137,0.9590826638094223,0.95,18.78099266666667,9.90985,18.76987939264293,0.3,2.6,0.8,0.4,0.35,0.2
