exp_sid,participant_number,exclude_flag,dfbetas_exclude_flag,custom_exclude_flag,dfbetas_used_for_exclusion,cooks_crosses_threshold,max_abs_dfbetas,cooks_distance,targeted_by
790f52e00a444c14b46f8c7c768fb554,48,False,False,False,False,False,0.08377318325313536,0.003957136592178561,neither
831af3997c02419d89911a6b60265c07,49,False,False,False,False,False,0.05204789670273537,0.002803762852898928,neither
356d6504b5544ddcb690eb6d20063ed4,50,False,False,False,False,False,0.13383955409360135,0.01167532957939979,neither
d14543fe53d641f3af028e703af3092c,51,False,False,False,False,True,0.4567435270287765,0.2404661637287235,cooks_only
74dc6bcfe87f4248847e2a64f90bc1ca,52,False,False,False,False,False,0.08939202988208604,0.003301593467043031,neither
5ff4662ff28f41589cdcda6c6aa93568,53,False,False,False,False,True,0.4683648350507024,0.14154724981282218,cooks_only
df333f2e67a647d69bf090537633a167,54,False,False,False,False,False,0.034037715841260224,0.001066125211107285,neither
7ef7153ef781485ab8ae506f38dfef3b,55,False,False,False,False,False,0.05381217501778958,0.001541160091512734,neither
f582a4098ccc4e26a3e07ae72b71605f,56,False,False,False,False,True,0.3178646599406938,0.057696248167934755,cooks_only
4ffbdd7ec010402886737610a08d48fe,57,False,False,False,False,False,0.03676035127207161,0.0007443584415737687,neither
e6e25c421e8c4061a2f8ad2efd66a109,58,False,False,False,False,False,0.0613764548820904,0.0020514962102523232,neither
4fd8825c09d445c9a86d8dc79e00cd98,59,False,False,False,False,False,0.07952264617897098,0.003742082536193269,neither
2a8b5848f5ae4523afca35451eabe58b,60,False,False,False,False,False,0.03283572356271042,0.002226484187019805,neither
ab32926de2c04952b8c2e7e4119f53e2,61,False,False,False,False,False,0.0907364301619534,0.004477020997187574,neither
cf14b27dd2a94c1291f10b2cbb05dd64,62,False,False,False,False,False,0.04771871747078116,0.004294302851825681,neither
32015503ad8c45578f32bc2dcda58aed,63,False,False,False,False,False,0.08491365324195592,0.003636415383253258,neither
9e259b7e4e614530b3f3da2205837a46,64,False,False,False,False,False,0.04911225610105994,0.0013195447867154716,neither
eaf2b998190941bfad65f6b552861e4f,65,False,False,False,False,False,0.029134234435362158,0.0017402683491874885,neither
86e5152601e44bc79e68c7fd0560dde1,66,False,False,False,False,False,0.012237438284921083,0.0007300977079268937,neither
2691c893a7e44918a20165dac64aa688,67,False,False,False,False,False,0.08718151175558553,0.005476907214076989,neither
a4847afbee3440488223989d8a8cc3e4,68,False,False,False,False,False,0.06435698327380675,0.0022007065796098057,neither
7359e266ef9948aca580b49b20692727,69,False,False,False,False,False,0.0388315347374273,0.0007931972293885042,neither
8699d4cf905a4fa8bc11601c72ba7be4,70,False,False,False,False,False,0.033588563869083016,0.000535521488198745,neither
856e3316894747d2b9c9ee1f0f216ce8,71,False,False,False,False,False,0.08312992074858866,0.003950162418986525,neither
18ae6b1aeb664685b0fd2c4e318f50d4,72,False,False,False,False,False,0.037697544792145814,0.0014364324152704594,neither
75489e519b9a42568ddcff822ad0a78d,73,False,False,False,False,False,0.028504491675871067,0.000546833337148445,neither
9b45f7fbf159423e8d0647bc7bcac22c,74,False,False,False,False,False,0.08987039352072548,0.00646539747855485,neither
179b8c2a95e646eca2510d2513c9d519,75,False,False,False,False,False,0.15742875973290885,0.008991577747974109,neither
b09679120fe74756b97eb9314a75dec4,76,False,True,False,False,True,1.4997305395015383,1.2191327154443912,both
e53182617ce146a98d36d15c67820ab1,77,False,False,False,False,False,0.06444362044908891,0.00466935116974857,neither
cc291a6ebaf34cdb8741a0b0fc736589,78,False,True,False,False,True,1.5491243825527887,0.9964609518942606,both
e995e3538f7a4c0aa006b00cdb863b1f,79,False,False,False,False,False,0.041293347163990815,0.003516961065146785,neither
e4601ef24ef946538fc7489899a2fa2d,80,False,False,False,False,False,0.12938420670109962,0.00648026030447424,neither
f0e003dee178484d90a7f6c8233c95ae,81,False,False,False,False,False,0.06195795913933519,0.002134907168437503,neither
6cd6c028d70a43c88544ff8fa4d4af0f,82,False,False,False,False,False,0.027794092870309837,0.0008132298625336332,neither
4b49247f549d494a8fb63f53e2b7503f,83,False,False,False,False,False,0.007626891828646728,7.568158893121148e-05,neither
036595932d434e31953def9f9d6d6925,84,False,False,False,False,False,0.0011326893765359748,7.549177387864785e-07,neither
6ef02b96983e45069d1b474941116646,85,False,False,False,False,False,0.004256084355794935,8.499268434148676e-06,neither
29f3281611134ec99e6253f3ba8577f6,86,False,False,False,False,False,0.12829661474841778,0.005633010816620524,neither
b25159abbbbd4325b7db1ca255b54e0f,87,False,False,False,False,False,0.04405636148776921,0.0011663330201454243,neither
3eb0c114aa4148f1b53368b9104e5494,88,False,False,False,False,False,0.04724005378547957,0.0018533553938024242,neither
3bcabb5c49e047648a901f992091f96b,89,False,False,False,False,False,0.07607719402919003,0.0031196329092348886,neither
6f42e8850a04453d827fbc7e5c24f0cd,90,False,False,False,False,False,0.05786459187976476,0.003773034608535042,neither
56cbbb378c52498b954a8fab34ec0c8b,91,False,False,False,False,False,0.06882383094806774,0.0033450809092812643,neither
cac7f82de156438db54cf8562985564c,92,False,False,False,False,False,0.011867447264877887,0.0008461348121774864,neither
a0f2fb5dabb146c2830289f564f52723,93,False,False,False,False,True,0.3003132059171598,0.10104503755593047,cooks_only
e312b7d80e494d47aa5f5b624b07fb52,94,False,False,False,False,False,0.026178770251585135,0.00046003151665158286,neither
9fe6b2f6555c47e9ac69dd8a62679aaf,95,False,False,False,False,False,0.026018514124518624,0.0016903990653417997,neither
3e0a216249f6428a879be37b1eb5f75f,96,False,False,False,False,False,0.07580169205607148,0.0062902434880135905,neither
0503638ffc4841e7a0e1111abdca18e9,97,False,False,False,False,False,0.09083135390705063,0.004357756894396126,neither
a7eaeb8e27f545dea3a9aa7dbdca372a,99,False,False,False,False,False,0.2139439216561085,0.01792957008738142,neither
2389f9c564314743a5900f16e31d8416,100,False,False,False,False,False,0.09799198922393096,0.0052469302622976804,neither
07dd2d8b11c14d899c947ce60d0acebf,101,False,False,False,False,True,0.4952393739441103,0.12530348144762748,cooks_only
87d85fdb81a34e5fb43c540288216aaf,102,False,False,False,False,False,0.22505162824364353,0.02872832514273869,neither
54c0bc6aeb364c928a0a270057f5bdbb,103,False,False,False,False,True,0.3099566499454015,0.11088143923464727,cooks_only
