exp_sid,participant_number,n_full,n_leave_one_out,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_ment_c,loo_beta_ment_c,delta_beta_ment_c,dfbetas_ment_c,full_beta_like_x_ment,loo_beta_like_x_ment,delta_beta_like_x_ment,dfbetas_like_x_ment,crosses_like_c,crosses_ment_c,crosses_like_x_ment,exclude_flag
179b8c2a95e646eca2510d2513c9d519,75,99,98,0.23888451651824916,0.23907079663379818,0.00018628011554902568,0.002077429748595095,0.058054409845137316,0.05439235652328495,-0.0036620533218523627,-0.15230342450653883,-0.03788245860110219,-0.038093823618974836,-0.0002113650178726459,-0.009356380613862212,False,False,False,False
b09679120fe74756b97eb9314a75dec4,76,99,98,0.23888451651824916,0.13899702561491087,-0.09988749090333829,-1.113963476474783,0.058054409845137316,0.05058423780612541,-0.007470172039011909,-0.31068165403419423,-0.03788245860110219,-0.0689121831223322,-0.031029724521230012,-1.3735759866320543,True,False,True,True
e53182617ce146a98d36d15c67820ab1,77,99,98,0.23888451651824916,0.24410496835438847,0.0052204518361393115,0.05821942891510311,0.058054409845137316,0.05904658358086208,0.0009921737357247648,0.04126413363634235,-0.03788245860110219,-0.03895195084626029,-0.0010694922451581004,-0.04734263318494123,False,False,False,False
cc291a6ebaf34cdb8741a0b0fc736589,78,99,98,0.23888451651824916,0.3514989866480451,0.11261447012979592,1.2558970649142667,0.058054409845137316,0.01412173040548376,-0.04393267943965355,-1.827143664588344,-0.03788245860110219,-0.003475099734034366,0.034407358867067826,1.523091894383419,True,True,True,True
e995e3538f7a4c0aa006b00cdb863b1f,79,99,98,0.23888451651824916,0.2424692886876147,0.0035847721693655354,0.039978031603785366,0.058054409845137316,0.059335068840552015,0.001280658995414699,0.05326212741438229,-0.03788245860110219,-0.037998430603777854,-0.00011597200267566415,-0.005133669745857162,False,False,False,False
e4601ef24ef946538fc7489899a2fa2d,80,99,98,0.23888451651824916,0.22768080779590325,-0.011203708722345912,-0.12494579856683732,0.058054409845137316,0.05823154050195738,0.00017713065682006118,0.007366797598987948,-0.03788245860110219,-0.038173006408719984,-0.0002905478076177942,-0.012861522223290822,False,False,False,False
f0e003dee178484d90a7f6c8233c95ae,81,99,98,0.23888451651824916,0.24603072542518092,0.007146208906931767,0.07969582222547071,0.058054409845137316,0.05866988802711642,0.0006154781819791011,0.025597506804477636,-0.03788245860110219,-0.03565453188806434,0.002227926713037849,0.09862242350592311,False,False,False,False
6cd6c028d70a43c88544ff8fa4d4af0f,82,99,98,0.23888451651824916,0.24040849448834622,0.001523977970097068,0.016995679662062432,0.058054409845137316,0.05749173372769044,-0.0005626761174468767,-0.02340148873961636,-0.03788245860110219,-0.03804872545671306,-0.00016626685561087207,-0.0073600447236861245,False,False,False,False
4b49247f549d494a8fb63f53e2b7503f,83,99,98,0.23888451651824916,0.23738447399935245,-0.0015000425188967104,-0.016728747154407947,0.058054409845137316,0.05856574436634359,0.0005113345212062748,0.02126621100337619,-0.03788245860110219,-0.03767060149705612,0.00021185710404606622,0.009378163525621592,False,False,False,False
036595932d434e31953def9f9d6d6925,84,99,98,0.23888451651824916,0.23898804718905764,0.00010353067080848266,0.0011545928817772448,0.058054409845137316,0.05816476889007033,0.00011035904493301302,0.004589791297759399,-0.03788245860110219,-0.03789219564429326,-9.737043191071493e-06,-0.000431024410123406,False,False,False,False
6ef02b96983e45069d1b474941116646,85,99,98,0.23888451651824916,0.23879225286568162,-9.226365256753688e-05,-0.0010289410439376652,0.058054409845137316,0.05785136324334053,-0.0002030466017967844,-0.008444632032944644,-0.03788245860110219,-0.03785504585600384,2.7412745098348568e-05,0.0012134651201622904,False,False,False,False
